Date,Price,SMA_20,SMA_50,EMA_20,BB_std,BB_upper,BB_lower,RSI_14,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,Daily_Return,Momentum_10,SMA_20_lag1,SMA_50_lag1,EMA_20_lag1,BB_upper_lag1,BB_lower_lag1,RSI_14_lag1,MACD_lag1,MACD_Signal_lag1,Daily_Return_lag1,Momentum_10_lag1,Compound_Sentiment
2015-04-02,2066.96,2073.085,2073.3634,2075.6219677558,19.1469391534891,2111.37887830698,2034.79112169302,47.4786756539995,2072.96123753176,2076.11549017368,-3.15425264191663,-0.715270383008589,-2.43898225890804,0.0035296573756245,-22.3099999999999,2074.789,2072.6666,2076.53375383535,2114.92402048678,2034.65397951322,45.3836642540803,-2.79555775912695,-0.105524818281579,-0.0039653946776665,-39.8099999999999,0.038067783229053
2015-04-06,2080.62,2073.553,2073.7128,2076.09797082667,19.2142565217668,2111.98151304353,2035.12448695647,51.2616680173091,2074.13950868072,2076.44915756822,-2.30964888749941,-1.03414608390675,-1.27550280359265,0.0066087394047296,-27.48,2073.085,2073.3634,2075.6219677558,2111.37887830698,2034.79112169302,47.4786756539995,-3.15425264191663,-0.715270383008589,0.0035296573756245,-22.3099999999999,0.0974565325304865
2015-04-07,2076.33,2073.398,2074.203,2076.12006884318,19.1768192302457,2111.75163846049,2035.04436153951,50.0425917778783,2074.47650734523,2076.44033108169,-1.9638237364602,-1.22008161441744,-0.743742122042757,-0.0020618853995443,-28.0900000000001,2073.553,2073.7128,2076.09797082667,2111.98151304353,2035.12448695647,51.2616680173091,-2.30964888749941,-1.03414608390675,0.0066087394047296,-27.48,-0.0080278366804122
2015-04-08,2081.9,2075.285,2074.6992,2076.67053847716,17.967024619682,2111.21904923936,2039.35095076064,51.6503260475973,2075.61858313827,2076.84475100156,-1.22616786329354,-1.22129886419266,-0.0048689991008785,0.0026826178882932,-9.59999999999991,2073.398,2074.203,2076.12006884318,2111.75163846049,2035.04436153951,50.0425917778783,-1.9638237364602,-1.22008161441744,-0.0020618853995443,-28.0900000000001,0.320801518857479
2015-04-09,2091.18,2077.832,2075.9318,2078.05239195553,16.2678571034076,2110.36771420682,2045.29628579318,54.2897286105536,2078.01264727084,2077.90662129774,0.106025973099804,-0.955833896734168,1.06185986983397,0.0044574667371151,30.1299999999997,2075.285,2074.6992,2076.67053847716,2111.21904923936,2039.35095076064,51.6503260475973,-1.22616786329354,-1.22129886419266,0.0026826178882932,-9.59999999999991,0.259128659032285
2015-04-10,2102.06,2079.6375,2077.9298,2080.33883081691,16.8723345263324,2113.38216905266,2045.89283094734,57.237163318723,2081.7122399984,2079.69576046087,2.01647953753218,-0.361371209880899,2.37785074741308,0.0052028041584177,45.9099999999999,2077.832,2075.9318,2078.05239195553,2110.36771420682,2045.29628579318,54.2897286105536,0.106025973099804,-0.955833896734168,0.0044574667371151,30.1299999999997,0
2015-04-13,2092.43,2081.589,2079.3534,2081.49037073911,15.9074831447356,2113.40396628947,2049.77403371053,53.9229093519844,2083.3611261525,2080.63903746377,2.72208868872531,0.255320769840342,2.46676791888497,-0.0045812203267271,31.4099999999999,2079.6375,2077.9298,2080.33883081691,2113.38216905266,2045.89283094734,57.237163318723,2.01647953753218,-0.361371209880899,0.0052028041584177,45.9099999999999,-0.565903052687645
2015-04-14,2095.84,2082.3215,2081.3704,2082.85700209729,16.2223255114686,2114.76615102294,2049.87684897706,54.9183609666224,2085.28095289827,2081.76503468868,3.51591820958947,0.907440257790168,2.6084779517993,0.0016296841471401,9.60000000000036,2081.589,2079.3534,2081.49037073911,2113.40396628947,2049.77403371053,53.9229093519844,2.72208868872531,0.255320769840342,-0.0045812203267271,31.4099999999999,-0.188178547347585
2015-04-15,2106.63,2083.939,2083.086,2085.12109713564,16.9737016091316,2117.88640321826,2049.99159678174,58.0096283623686,2088.56542168315,2083.606883971,4.95853771215161,1.71765974866246,3.24087796348915,0.0051482937628826,38.7400000000002,2082.3215,2081.3704,2082.85700209729,2114.76615102294,2049.87684897706,54.9183609666224,3.51591820958947,0.907440257790168,0.0016296841471401,9.60000000000036,0.327012581750751
2015-04-16,2104.99,2084.2135,2084.1852,2087.01337359891,17.2802248629997,2118.773949726,2049.653050274,57.3657605445076,2091.09227988574,2085.19081849166,5.90146139407716,2.5544200777454,3.34704131633176,-0.0007784945624055,45.2999999999997,2083.939,2083.086,2085.12109713564,2117.88640321826,2049.99159678174,58.0096283623686,4.95853771215161,1.71765974866246,0.0051482937628826,38.7400000000002,-0.210008654743433
2015-04-17,2081.18,2083.809,2084.9786,2086.45781420854,17.2502918053135,2118.30958361063,2049.30841638937,48.8827085674778,2089.56731374947,2084.89372082561,4.67359292385845,2.97825464696801,1.69533827689044,-0.0113112176304875,14.2199999999998,2084.2135,2084.1852,2087.01337359891,2118.773949726,2049.653050274,57.3657605445076,5.90146139407716,2.5544200777454,-0.0007784945624055,45.2999999999997,0.0587202661360303
